Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,RSI,Open-Close,High-Low,Volume-Change,Daily-Return,Price-Range,Price-Volatility,Volume-Momentum,Return-Momentum,Return-MA
2015-01-01,438.98883056640625,441.81207275390625,437.67626953125,439.78131103515625,417.9888916015625,1367720,,,,,4.13580322265625,,,4.13580322265625,,,,
2015-01-02,439.88037109375,443.81805419921875,437.9981994628906,438.6173400878906,416.88262939453125,3383424,,,,0.09906005859375,5.819854736328125,1.4737694849823062,-0.0026467039823176997,5.819854736328125,,,,
2015-01-05,438.3449401855469,441.2672119140625,432.94610595703125,433.8128967285156,412.3162536621094,4662967,,,,-0.27239990234375,8.32110595703125,0.3781799147845497,-0.010953610175129636,8.32110595703125,,,,
2015-01-06,430.91534423828125,432.4012756347656,412.09375,414.12451171875,393.60345458984375,8596809,,,,-2.897552490234375,20.307525634765625,0.8436349646051537,-0.045384508294336934,20.307525634765625,,,,
2015-01-07,414.61981201171875,425.3679504394531,414.5702819824219,423.1390686035156,402.17132568359375,9562421,,,,0.49530029296875,10.79766845703125,0.11232214185519296,0.021767745278714168,10.79766845703125,,,,
2015-01-08,426.0118408203125,427.398681640625,416.1304931640625,417.0715637207031,396.40447998046875,9171029,,,,2.872772216796875,11.2681884765625,-0.04093022049541639,-0.014339268890573131,11.2681884765625,,,,
2015-01-09,420.2167663574219,426.9529113769531,418.53271484375,426.11090087890625,404.9959411621094,6180769,,,,3.14520263671875,8.420196533203125,-0.32605501520058433,0.021673348040233353,8.420196533203125,,,,
2015-01-12,426.2099609375,426.4576110839844,416.84869384765625,421.1578369140625,400.2882995605469,4661200,,,,0.09906005859375,9.608917236328125,-0.2458543588993538,-0.011623884661545736,9.608917236328125,,,,
2015-01-13,422.49517822265625,423.46099853515625,416.3038635253906,417.6164245605469,396.9223937988281,4591328,,,,1.33734130859375,7.157135009765625,-0.014990131296661824,-0.008408753306039629,7.157135009765625,,,,
2015-01-14,417.5421142578125,419.5233459472656,411.697509765625,413.5549011230469,393.0621032714844,5251887,,,,-0.074310302734375,7.825836181640625,0.14387101074024766,-0.009725487788881604,7.825836181640625,,57429554.0,,
2015-01-15,416.05621337890625,431.4601745605469,416.05621337890625,428.0673522949219,406.8553771972656,7811847,,,,2.501312255859375,15.403961181640625,0.4874362300635944,0.03509195788144481,15.403961181640625,,63873681.0,-0.024549165898432035,-0.0024549165898432035
2015-01-16,425.9623107910156,433.3918762207031,422.0246276855469,430.7667541503906,409.4211120605469,8831705,,,,-2.10504150390625,11.36724853515625,0.13055273611989593,0.006306021332850742,11.36724853515625,,69321962.0,-0.015596440583263593,-0.0015596440583263594
2015-01-19,431.014404296875,438.8402404785156,425.3431701660156,435.6950378417969,414.10516357421875,6156390,,,,0.247650146484375,13.4970703125,-0.30292168952654097,0.01144072434542065,13.4970703125,,70815385.0,0.006797893937286692,0.0006797893937286692
2015-01-20,436.6113586425781,448.5234375,435.2987976074219,447.2851867675781,425.1209411621094,6166247,,,53.905645170769425,0.91632080078125,13.224639892578125,0.0016011006450209475,0.026601516930724545,13.224639892578125,,68384823.0,0.07878391916234817,0.007878391916234817
2015-01-21,448.25103759765625,451.4209899902344,441.8368225097656,449.1177978515625,426.8627624511719,7884400,,,54.768520885366456,0.965850830078125,9.58416748046875,0.2786383678759543,0.004097187070352559,9.58416748046875,,66706802.0,0.06111336095398656,0.006111336095398656
2015-01-22,448.3253173828125,449.3406982421875,435.6207580566406,437.7257995605469,416.0352783203125,10947527,,,49.58772738921673,-0.79248046875,13.719940185546875,0.3885047689107606,-0.025365279099406335,13.719940185546875,,68483300.0,0.05008735074515336,0.005008735074515336
2015-01-23,440.8214416503906,444.6848449707031,434.3824768066406,439.2860107421875,417.51812744140625,8344145,,,52.60920460308717,3.09564208984375,10.3023681640625,-0.23780548794261935,0.003564357374427063,10.3023681640625,,70646676.0,0.03197836007934707,0.0031978360079347066
2015-01-27,442.2578430175781,444.1399841308594,436.1160583496094,440.3509216308594,418.5303039550781,8279250,,,65.20240878858992,2.971832275390625,8.02392578125,-0.007777309718371428,0.002424185752859964,8.02392578125,,74264726.0,0.04602643049375277,0.0046026430493752764
2015-01-28,438.8897705078125,450.62847900390625,438.8897705078125,449.1673278808594,426.9097900390625,8906082,,,65.12228766768678,-1.461151123046875,11.73870849609375,0.07571120572515633,0.020021318945690147,11.73870849609375,,78579480.0,0.07445650274548254,0.007445650274548255
2015-01-29,449.2911682128906,462.8625183105469,449.1921081542969,460.3364562988281,437.5254821777344,16668291,,,73.72996424697706,0.12384033203125,13.67041015625,0.8715627141093019,0.024866297534738235,13.67041015625,,89995884.0,0.10904828806910238,0.010904828806910238
2015-01-30,460.6336669921875,461.2527770996094,450.23223876953125,453.3279113769531,430.86419677734375,10036145,,,65.26813701908674,0.297210693359375,11.020538330078125,-0.3978899816423891,-0.015224831372741443,11.020538330078125,,92220182.0,0.05873149881491613,0.005873149881491613
